Hugo_Symbol,TCGA-38-4625-01A-01R-1206-07,TCGA-44-3396-01A-01R-1206-07,TCGA-38-4627-01A-01R-1206-07,TCGA-38-4626-01A-01R-1206-07,TCGA-44-2665-01A-01R-A278-07,TCGA-44-2661-01A-01R-1107-07,TCGA-44-2657-01A-01R-1107-07,TCGA-44-2668-01A-01R-0946-07,TCGA-44-2668-01A-01R-A278-07,TCGA-44-2662-01A-01R-0946-07,TCGA-44-2655-01A-01R-0946-07,TCGA-38-4632-01A-01R-1755-07,TCGA-44-2665-01A-01R-0946-07,TCGA-44-2662-01A-01R-A278-07,TCGA-38-4625-01A-01R-1206-07.1,TCGA-38-4632-11A-01R-1755-07,TCGA-38-4627-11A-01R-1758-07,TCGA-44-2665-11A-01R-1758-07,TCGA-44-2662-11A-01R-1758-07,TCGA-44-2661-11A-01R-1758-07,TCGA-44-2668-11A-01R-1758-07,TCGA-38-4625-11A-01R-1758-07,TCGA-44-3396-11A-01R-1758-07,TCGA-44-2657-11A-01R-1758-07,TCGA-38-4626-11A-01R-1758-07,TCGA-44-2655-11A-01R-1758-07
OR51E1,0.0,87.0,300.0,5.0,94.0,7.0,9.0,94.0,24.0,31.0,2.0,35.0,88.0,18.0,53.0,0.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,2.0,3.0,0.0
PI3,0.0,1683.0,178.0,230.0,5.0,163.0,18.0,2732.0,332.0,92.0,48.0,17.0,33.0,24.0,12.0,189.0,61.0,49.0,140.0,24.0,218.0,58.0,89.0,78.0,149.0,33.0
SLC6A5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0
SPP2,0.0,4.0,97.0,0.0,573.0,3.0,3.0,0.0,0.0,8.0,103.0,30.0,581.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUPT16H,0.0,11250.43,6738.97,9570.79,4150.18,2997.91,2955.89,16023.2,6946.18,6087.19,8358.73,2110.97,4698.71,4392.91,11405.15,1916.97,2682.96,5514.75,3754.8,4700.72,5413.8,4816.92,7445.68,4043.95,4049.91,7300.68
JUP,0.0,40556.0,14631.0,17069.0,2201.0,8299.0,4292.0,26541.0,6080.0,14863.0,31351.0,4988.0,8873.0,6498.0,26486.0,3162.0,5557.0,19669.24,13658.0,14358.0,10879.0,11028.0,16076.0,7945.0,9251.0,21686.0
DDIT4L,0.0,689.0,730.0,50.0,468.0,160.0,273.0,131.0,57.0,222.0,2186.0,41.0,651.0,187.0,24.0,49.0,69.0,35.0,41.0,74.0,21.0,42.0,24.0,42.0,96.0,139.0
COMP,0.0,6979.0,9640.0,978.0,377.0,1385.0,762.0,1872.0,687.0,2355.0,1910.0,220.0,1075.0,1489.0,257.0,7.0,271.0,557.0,200.0,2871.0,893.0,751.0,1682.0,39.0,263.0,47.0
CDC42BPA,1.0,4477.0,3279.72,6159.0,9168.04,2869.82,1994.0,4606.71,2489.0,2641.0,8768.32,1842.89,5402.51,2846.0,5119.0,858.0,1522.69,4307.84,3377.48,3924.32,2872.72,2253.78,6125.91,1718.0,2361.0,5952.72
ADD3,1.0,5981.0,7578.0,5507.0,14770.0,4074.0,3013.0,7267.0,3782.0,6989.0,5034.0,2726.0,8723.0,6647.0,5783.0,2715.0,4406.0,4112.0,3915.0,3586.0,2791.0,5111.0,6199.0,2786.0,4485.0,6644.0
COLEC11,0.0,42.0,57.0,509.0,9.0,78.0,102.0,43.0,13.0,90.0,193.0,20.0,6.0,53.0,62.0,64.0,108.0,139.0,88.0,249.0,141.0,177.0,156.0,98.0,296.0,282.0
PDC,0.0,1.0,0.0,2.0,22.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PAPPA2,0.0,0.0,33.0,65.0,58.0,3.0,16.0,6.0,6.0,15.0,23.0,3.0,55.0,19.0,22.0,34.0,20.0,47.0,92.0,39.0,133.0,27.0,142.0,9.0,71.0,16.0
AL079342.1,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGFBP2,0.0,40.0,23.0,33.0,5.0,19.0,15.0,4.0,6.0,4.0,17.0,3.0,17.0,1.0,9.0,186.0,382.0,72.0,353.0,113.0,123.0,131.0,363.0,71.0,266.0,138.0
TMEM241,1.0,1989.0,404.0,1418.0,445.0,831.0,625.0,1259.0,470.0,624.0,1619.0,598.0,600.0,337.0,1933.0,302.0,410.0,769.0,454.0,400.0,555.0,672.0,774.0,401.0,560.0,735.0
TMEM200B,0.0,980.57,1222.33,470.03,398.22,493.29,211.58,1368.18,386.97,300.3,263.16,956.88,777.1,149.46,1914.21,116.87,607.2,406.07,494.56,508.86,192.97,629.73,427.29,239.97,324.22,1085.43
ANKRD63,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ATP8B2,1.0,3249.0,5028.0,4263.0,1704.0,1823.0,2129.0,2967.0,1114.0,1918.0,1608.0,1084.0,2246.0,1375.0,907.0,537.0,1771.0,3091.0,2728.0,3367.0,2147.0,1819.0,4568.0,1959.0,1334.0,4395.0
CEACAM6,0.0,254700.39,151594.59,107720.37,13096.19,122864.25,109408.54,12910.28,3251.48,121898.86,219596.04,29399.6,31597.1,47095.4,2718.96,2581.5,22823.67,17815.96,26622.89,28374.38,41115.47,45113.82,56267.28,18019.06,45472.77,34276.63
BEST3,0.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,4.0,7.0,3.0,2.0,9.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0
XPNPEP2,0.0,135.0,115.0,492.0,21.0,49.0,40.0,68.0,17.0,41.0,60.0,5.0,58.0,3.0,152.0,44.0,94.0,163.0,551.0,135.0,167.0,77.0,99.0,47.0,68.0,71.0
CAPN10,0.0,1559.11,508.57,1521.19,336.6,517.44,789.77,1203.27,445.75,1089.0,1353.51,427.0,643.55,917.0,673.99,183.0,439.0,926.0,756.17,625.5,793.0,679.0,874.6,619.05,1107.0,997.59
FAM96A,0.0,4686.0,2579.0,4279.99,2570.0,4478.0,1272.0,1931.0,670.0,2427.0,5108.0,2361.0,2422.0,1648.0,3871.0,2300.0,2591.0,1692.0,988.0,1273.0,1804.0,3154.0,2007.0,1441.0,4131.0,1625.0
PRR16,0.0,293.0,319.0,209.0,110.0,144.0,106.0,292.0,80.0,149.0,76.0,58.0,304.0,61.0,1652.0,20.0,185.0,243.0,117.0,141.0,76.0,146.0,120.0,60.0,66.0,222.0
WDR5,0.0,3157.99,1846.0,3661.2,995.0,944.0,963.0,2979.0,1038.0,2344.05,2970.32,990.5,1747.0,1352.44,2844.16,666.0,1020.0,2295.0,1310.0,1653.4,2416.0,1530.0,2164.76,1394.0,1569.46,2549.86
ZNF649,0.0,515.0,649.0,652.82,692.03,483.93,388.98,581.91,283.85,359.55,424.0,118.0,412.85,321.21,280.98,166.92,528.94,509.79,293.92,438.84,512.0,588.99,705.0,273.96,610.0,761.84
RLN1,0.0,23.0,5.0,8.0,13.0,24.0,0.0,8.0,5.0,3.0,8.0,8.0,8.0,2.0,4.0,2.0,11.0,5.0,3.0,2.0,17.0,5.0,21.0,1.0,10.0,11.0
CYP7B1,0.0,1351.0,368.0,815.0,1431.0,285.0,161.0,1267.0,819.0,184.0,450.0,191.0,377.0,308.0,178.0,88.0,368.0,198.0,128.0,165.0,262.0,149.0,312.0,152.0,117.0,164.0
GNB5,0.0,2419.21,2084.2,1750.92,1186.0,1095.41,808.16,1097.83,428.0,1221.38,2932.56,876.09,1765.15,931.44,2144.35,333.0,817.0,1064.33,658.0,963.35,1006.24,1147.28,1645.34,845.06,1090.0,1113.0
IL19,0.0,1.0,8.0,2.0,34.0,0.0,1.0,8.0,3.0,1.0,2.0,1.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,11.0,0.0
MRPS31,0.0,1256.0,742.0,921.0,598.0,883.0,523.0,760.0,276.0,395.0,1731.0,275.0,615.0,248.0,1021.0,344.0,495.0,591.0,459.0,554.0,411.0,1003.0,757.0,506.0,1044.0,1071.0
AC011366.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCAPD3,0.0,2591.27,1033.51,1948.43,1435.03,761.15,839.09,3947.68,1777.05,4294.61,1394.61,669.27,1099.26,3510.75,3836.44,320.22,504.33,1129.91,774.75,923.47,1015.12,850.3,1448.01,891.31,886.18,1323.39
LHFPL1,0.0,8.0,46.0,3.0,104.0,6.0,13.0,1.0,1.0,1.0,8.0,0.0,53.0,1.0,1.0,2.0,5.0,2.0,4.0,1.0,3.0,7.0,8.0,0.0,1.0,2.0
MCF2,0.0,20.0,600.0,12.0,138.0,20.0,6.0,3.0,5.0,5.0,2.0,25.0,103.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,6.0,2.0,3.0,6.0,4.0,5.0
ZNF41,0.0,911.0,701.0,1167.0,861.0,739.0,602.0,919.0,490.0,758.0,695.0,192.0,877.0,649.0,636.0,230.0,397.0,625.0,529.0,572.0,495.0,557.0,884.0,436.0,550.0,911.0
ANP32D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPDYE4,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
SPATA22,0.0,6.33,28.39,5.12,3.67,10.0,1.0,10.57,4.03,3.16,6.0,3.0,1.07,6.89,2.0,6.49,19.37,0.0,2.38,12.0,7.0,2.0,9.01,0.0,0.0,11.45
GIPC3,0.0,494.0,485.0,638.0,35.0,105.0,136.0,368.0,49.0,228.0,313.0,382.0,273.0,54.0,154.0,133.0,502.0,1153.0,727.0,578.0,420.0,314.0,1101.0,385.0,245.0,1527.0
ACYP1,0.0,267.71,73.0,222.07,135.0,186.27,112.67,267.22,69.0,118.0,96.06,87.67,181.63,97.25,246.72,66.7,98.39,104.2,59.0,68.0,88.0,167.14,151.12,93.0,334.0,74.0
CAPN15,0.0,5594.0,1340.0,4182.0,486.0,1229.0,1374.0,2929.0,1265.0,2835.0,2561.0,964.0,1796.0,2524.0,3333.0,577.0,862.0,3124.0,1593.0,1420.0,3064.0,1885.0,3013.0,1643.0,2097.0,2545.99
MAP3K5,0.0,3771.0,3834.0,4064.0,4964.0,2429.0,1150.0,3515.0,1903.0,3885.0,2075.0,743.0,2901.0,4092.0,3761.0,813.0,1290.0,2460.0,1662.0,2044.0,2793.0,2188.0,4048.0,1620.0,2378.0,2281.0
SEPT7,2.0,22105.96,14561.9,13303.83,10667.37,10303.85,5751.96,14755.19,5664.61,10347.79,12569.93,6163.0,9239.16,7919.68,10812.91,3882.0,9847.0,8854.93,6506.54,7951.98,6365.94,9756.91,12072.97,5579.61,8020.77,13275.36
ISY1-RAB43,0.0,3297.02,2838.97,3644.73,1368.42,1681.3,894.49,4662.53,1729.75,2272.18,2196.92,434.97,1394.3,1955.19,2810.64,1005.89,1379.39,1815.06,2197.11,1505.9,1545.28,1742.47,2472.42,1057.84,1481.9,2967.81
ANKRD60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008686.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENND4C,1.0,4503.0,2316.0,5482.0,6349.0,1989.0,1050.0,2610.0,1931.0,5470.0,2495.0,884.0,2075.0,7890.0,2876.0,1267.0,1945.0,3981.0,2538.0,3136.0,4728.0,4721.0,6867.0,2137.0,4585.0,4468.0
LRRFIP2,0.0,4136.0,1760.0,4153.0,1735.0,1133.0,678.0,2925.0,1171.0,2571.0,3189.0,953.0,1896.0,1882.0,3065.0,949.0,1782.0,2661.0,1836.0,2264.0,3055.0,1808.0,3819.0,1502.0,2286.0,3056.0
NUP35,0.0,1142.0,640.0,803.0,1178.0,848.0,416.0,774.0,323.0,738.0,1339.0,500.0,780.0,586.0,1542.0,235.0,519.0,435.0,287.0,393.0,489.0,543.0,511.0,320.0,531.0,636.0
NUDT19,31.0,2099.0,735.0,2061.0,833.0,781.0,517.0,1937.0,737.0,3503.0,1156.0,817.0,999.0,2312.0,2156.0,479.0,618.0,1149.0,568.0,1094.0,1109.0,1128.0,1163.0,900.0,1155.0,1822.0
MFSD1,0.0,12515.06,8221.0,20301.0,5290.0,5859.0,3067.0,10220.0,3619.0,9099.0,5739.0,1979.0,4720.0,6541.0,10169.0,6103.73,5448.0,6768.0,4128.23,4609.0,8515.0,7150.0,8839.03,3625.0,10498.02,4909.0
RP1-66C13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,1.73,0.0,1.64
RASSF3,16.0,4477.0,3336.0,7685.0,1245.0,4074.0,3311.0,5680.0,1479.14,3593.51,3894.0,954.0,2276.0,1845.0,5657.0,2737.0,4094.0,4443.0,4168.0,4930.0,3943.0,5142.0,6678.0,3275.0,4873.0,8380.98
FKBP1A,0.0,28447.22,17674.1,28948.45,2834.29,11060.88,9455.55,21696.01,5212.1,11333.45,22335.86,6051.32,7787.87,4341.48,23229.94,6035.4,16059.09,23485.93,12441.09,12969.84,16921.58,15714.97,21231.1,11967.29,17510.06,19792.29
HAUS6,0.0,2525.0,800.63,1489.97,1246.44,749.6,463.15,1326.39,683.93,1660.43,813.97,705.46,817.07,1762.46,4449.67,293.54,540.0,739.0,463.97,668.52,837.7,698.0,1140.38,619.99,687.4,1200.65
IDUA,0.0,2394.03,978.97,1423.85,127.85,523.95,1030.0,638.84,157.95,776.34,1028.94,124.09,662.98,416.69,590.94,150.0,618.0,1277.87,763.99,594.61,1037.98,1043.0,1008.75,610.0,1027.0,739.95
AC073610.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLS1,0.0,3229.0,3348.0,5225.0,4882.0,2662.0,1018.0,4650.0,2018.0,4926.0,7572.0,1589.0,2879.0,4496.0,1769.0,1140.0,1294.0,1962.0,1176.0,1451.0,1795.0,2345.0,2518.0,1012.0,1959.0,2010.0
PRF1,1.0,1423.0,444.0,1246.0,122.0,1874.0,1969.0,2749.0,1073.0,399.0,380.0,281.0,278.0,272.0,1261.0,960.0,1666.0,1040.0,2677.0,942.0,1553.0,1116.0,3118.0,1298.0,1987.0,1314.0
LCE1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGDN,0.0,2448.0,1635.0,1970.0,1080.0,1745.0,957.0,2178.0,689.0,934.0,2754.0,788.0,1233.0,642.0,3400.0,627.0,1041.0,1298.0,807.0,977.0,1256.0,1646.0,1480.0,898.0,1738.0,1616.0
ATAD3B,0.0,2330.37,271.82,2426.69,1012.49,655.3,1232.86,1272.1,620.5,1715.06,899.13,438.1,909.12,1520.07,2048.08,153.03,225.8,604.1,387.34,400.34,830.14,384.11,609.24,506.79,869.04,489.91
CCDC140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEFM,0.0,2.0,12.02,14.56,0.74,1.99,19.65,12.0,1.0,5.0,4.46,1.0,20.0,1.0,1.0,1.0,25.19,20.0,8.7,15.0,2.91,4.23,30.7,11.27,2.0,29.87
OR2D3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF660,0.0,140.72,163.67,225.0,185.0,147.0,116.0,68.0,30.0,105.0,99.0,46.0,163.0,113.52,72.0,44.0,119.8,199.0,116.53,176.7,90.0,131.0,231.0,143.0,109.0,332.0
ABCB9,0.0,795.8,303.4,714.04,379.0,194.4,162.04,471.22,157.57,552.74,740.0,329.0,789.29,453.52,1430.87,115.0,156.99,269.06,178.67,174.32,251.3,227.0,230.0,231.87,177.06,214.79
DIRAS3,0.0,334.0,303.0,421.0,413.0,52.0,50.0,20.0,8.0,40.0,231.0,970.0,803.0,14.0,29.0,82.0,222.0,179.0,110.0,362.0,125.0,125.0,219.0,95.0,101.0,437.0
EBLN2,0.0,60.0,6.0,76.0,194.0,22.0,11.0,18.0,33.0,45.0,43.0,2.0,27.0,138.0,19.0,7.0,4.0,15.0,13.0,8.0,28.0,6.0,38.0,16.0,24.0,23.0
APBA1,0.0,386.73,246.09,511.52,143.74,203.16,188.88,570.16,159.0,199.31,555.45,181.57,220.96,113.0,78.0,154.51,105.21,569.77,247.18,393.51,629.16,351.67,486.34,172.41,351.31,449.22
ECD,0.0,2564.0,1658.0,2718.0,1851.0,1357.0,866.0,2553.0,908.0,1928.0,2981.0,992.0,2045.0,1233.0,3051.0,657.0,1169.0,1623.0,1143.0,1096.0,1482.0,1500.0,1874.0,1024.0,1506.0,1831.0
LUZP4,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MZT2B,0.0,5625.72,4638.44,3929.48,543.69,2387.72,1830.79,5452.72,1984.23,1977.38,3598.08,3215.78,2225.1,1759.97,3904.51,1099.89,2879.3,3378.68,2182.76,1723.4,2423.34,3934.8,2647.6,2010.66,2820.61,3338.97
F7,0.0,17.0,12.0,11.0,7.0,3.0,14.0,9.0,1.0,6.0,25.0,0.0,9.0,3.0,3.0,3.0,13.0,6.0,7.0,3.0,13.0,6.0,17.0,3.0,6.0,10.0
NRIP1,0.0,8486.46,3490.31,4001.52,6992.54,2506.89,1405.86,11109.48,9422.72,9866.91,2217.49,2938.77,2182.28,15461.18,8697.85,943.61,1618.25,2299.77,1618.3,1640.85,3399.64,2457.48,3931.73,1260.86,3008.36,2571.83
FCRL1,0.0,141.0,10.0,13.0,18.0,242.0,394.0,41.0,14.0,12.0,136.0,20.0,23.0,28.0,126.0,4.0,11.0,37.0,8.0,37.0,36.0,35.0,109.0,530.0,91.0,34.0
AP3S2,1.0,5048.5,1878.56,4659.31,1443.2,4306.7,1419.88,2093.34,626.75,1805.45,5736.66,1148.35,2226.61,1017.35,1756.52,789.45,1387.28,2713.53,1872.16,2481.73,1697.33,1947.23,3268.44,2122.76,2580.36,2347.29
OR5I1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNI2,0.0,130.72,65.44,111.9,115.09,47.2,51.01,96.55,28.21,133.86,99.25,85.79,124.61,71.83,26.27,30.47,84.62,91.58,96.96,79.76,52.55,94.69,128.91,65.68,92.14,101.17
TAOK2,1.0,6242.0,3018.0,10095.0,2164.0,1886.0,2692.0,4956.0,1987.0,4110.0,3346.0,851.0,3733.0,3139.0,3860.0,1576.0,2288.0,7179.0,4853.0,4975.0,6043.0,4765.0,8342.0,3817.0,4172.0,8250.0
RASAL2,0.0,2919.89,1979.69,3345.82,7109.0,788.0,500.0,6933.8,3819.0,3188.97,1873.95,1199.92,3863.78,3316.76,4226.53,494.0,1285.93,3328.97,2038.91,2420.98,2525.97,1951.89,5449.86,1096.94,2352.96,3746.74
NCR3LG1,0.0,330.0,55.0,451.0,338.0,40.0,29.0,215.0,159.0,145.0,17.0,26.0,160.0,179.0,102.0,22.0,31.0,97.0,70.0,61.0,201.0,53.0,304.0,75.0,97.0,70.0
RP11-9B6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf170,0.0,268.95,58.0,75.0,17.0,56.0,113.0,318.55,45.75,264.76,89.62,48.0,187.0,78.9,160.0,6.0,17.0,18.0,15.0,11.0,16.0,25.0,29.0,13.0,29.0,14.0
DHRS2,0.0,41.0,49.0,33.0,1.0,12.0,60.0,9.0,3.0,40.0,28.0,5.0,2.0,22.0,64.0,25.0,15.0,49.0,50.0,88.0,10.0,36.0,53.0,38.0,29.0,105.0
RP11-212D19.4,0.0,4.69,2.5,0.0,2.79,2.18,0.0,2.29,3.44,2.86,3.69,4.66,3.31,0.0,0.0,2.64,1.99,0.0,0.0,0.0,0.0,0.0,2.7,0.0,7.34,0.0
SERINC1,0.0,23681.0,20390.0,26580.0,14941.0,11740.0,6502.0,12511.0,5109.0,15466.0,22860.0,2955.0,13325.0,12938.0,16612.0,8921.0,16109.0,21338.04,18744.0,17667.0,18025.0,25483.0,31222.0,10771.0,18965.0,28159.0
CACNB1,0.0,1907.0,296.0,1948.0,188.0,838.0,752.0,541.0,113.55,334.0,1368.0,109.0,953.0,145.0,453.0,127.0,139.0,609.0,346.23,364.0,773.0,543.95,567.0,618.94,483.0,542.0
CT47A12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASTL,0.0,2452.0,431.23,924.07,905.38,375.12,296.6,1539.81,709.47,742.43,711.98,943.35,567.86,742.76,2923.57,222.04,225.28,481.03,283.16,341.67,530.23,396.82,671.45,369.27,532.03,572.45
MYO7B,0.0,45.0,20.0,129.0,23.0,15.0,28.0,55.0,43.0,17.0,53.0,5.0,14.0,26.0,27.0,14.0,163.0,331.0,241.0,206.0,155.0,180.0,306.0,164.0,145.0,313.0
CCDC173,0.0,20.0,23.0,76.0,0.0,44.0,28.0,8.0,13.0,10.0,26.0,9.0,9.0,11.0,19.0,23.0,10.0,40.0,15.0,28.0,17.0,119.0,165.0,65.0,332.0,124.0
TBC1D3C,0.0,20.94,14.48,35.95,45.0,48.74,62.82,13.87,12.0,12.0,13.34,2.14,12.0,32.46,6.68,21.65,14.67,0.0,1.0,37.68,18.58,1.0,9.97,31.2,9.99,24.74
C2orf74,0.0,351.13,269.51,298.03,461.62,389.79,99.7,153.44,66.28,835.2,198.0,280.12,544.6,434.55,231.12,244.94,156.11,722.45,283.58,341.25,164.44,360.19,247.01,184.22,284.31,262.66
ZNF45,0.0,1300.0,641.0,1034.0,1046.0,561.0,405.0,796.0,361.0,775.0,602.0,255.0,712.0,637.0,244.0,229.0,386.0,599.0,380.0,548.0,615.0,607.0,825.0,403.0,572.0,897.0
Z98049.1,0.0,6.0,1.0,28.0,9.0,2.0,3.0,13.0,20.0,5.0,23.0,1.0,1.0,39.0,0.0,0.0,1.0,6.0,2.0,0.0,9.0,0.0,7.0,2.0,5.0,2.0
C9orf38,0.0,0.0,0.0,2.0,71.0,1.0,0.0,1.0,21.0,3.0,0.0,0.0,2.0,69.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0
AL358333.1,0.0,32.91,27.26,25.58,16.66,25.37,13.09,15.85,1.77,6.03,14.44,12.44,1.86,5.06,6.25,7.56,33.13,27.65,0.0,13.48,8.44,10.81,26.05,7.11,14.03,48.64
ZNF7,0.0,2402.32,832.89,1598.04,1566.19,903.96,869.53,2002.13,892.82,1065.56,1659.3,988.8,1492.63,860.19,1092.53,316.36,445.7,952.12,453.97,722.07,792.43,729.33,996.22,553.01,824.4,953.1
TBXA2R,0.0,376.0,359.0,204.0,22.0,46.0,44.0,252.0,20.0,111.0,130.0,188.0,184.0,44.0,427.0,97.0,512.0,310.0,258.0,258.0,213.0,278.0,497.0,94.0,177.0,651.0
TRAF3,0.0,2267.0,1838.0,3110.0,1068.0,1429.0,1169.0,5229.0,2095.0,2196.0,2876.0,491.0,1071.0,1762.0,1763.0,962.0,791.0,2020.0,1425.0,1763.0,2622.0,1144.0,2935.0,2254.0,1423.0,2409.0
EBF4,0.0,666.0,1785.0,732.0,172.0,796.0,703.0,672.0,165.0,240.0,362.0,78.0,615.0,90.0,116.0,115.0,419.0,763.0,630.0,768.0,414.0,707.0,937.0,313.0,430.0,1581.0
ZC2HC1A,0.0,2262.0,1369.0,1044.0,1473.95,1525.0,524.0,1107.0,328.0,590.0,718.0,683.0,1191.0,357.0,905.0,337.0,866.0,916.99,543.0,569.0,492.0,1213.0,1313.0,446.0,1348.0,1231.97
TMC7,0.0,68.0,237.0,655.0,588.75,212.09,92.0,142.0,51.0,182.0,473.0,98.74,709.0,168.0,245.0,160.26,207.87,452.0,304.0,392.0,401.0,275.66,488.2,326.0,226.05,321.0
CALM1,18.0,25542.0,35326.0,50943.0,13688.0,16584.0,11826.0,43166.0,14279.0,18433.0,30223.0,6550.0,19198.0,11090.0,25379.0,12373.0,26890.0,33530.0,21768.0,24338.0,32891.0,31489.0,40021.0,17301.0,37090.0,41874.0
DIXDC1,0.0,1214.0,2664.0,1602.0,1338.0,862.0,478.0,1075.0,447.0,1053.0,1082.0,561.0,1079.0,1028.0,649.0,310.0,1199.0,1877.0,1546.0,2096.0,763.0,2283.0,2940.0,831.0,1355.0,3862.0
CXorf40A,0.0,1080.34,1200.14,1040.92,526.08,711.08,459.03,1037.46,382.42,879.94,1179.68,518.05,762.95,546.03,1257.78,322.93,577.7,614.6,418.3,508.83,544.52,810.64,711.15,489.17,758.49,684.62
CCDC167,0.0,1184.0,727.0,899.0,648.0,1230.0,853.0,1329.0,494.0,835.0,1327.0,1017.0,725.0,567.0,1066.0,412.0,648.0,434.0,224.0,336.0,380.0,517.0,289.0,545.0,508.0,299.0
FBXO30,0.0,1762.0,1560.0,1984.0,2154.0,1076.0,662.0,1177.0,668.0,681.0,1907.0,498.0,1233.0,872.0,2412.0,1095.0,1115.0,997.0,694.0,915.0,1137.0,1196.0,1605.0,610.0,1374.0,1651.0
OR4A47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCDHB7,0.0,235.21,461.06,299.47,69.0,81.83,114.99,97.01,45.19,92.5,119.96,35.09,135.02,78.67,48.27,63.23,392.87,435.33,437.3,248.63,139.18,239.23,465.34,152.55,118.99,799.62
