Gene_name,TCGA-38-4625-01A-01R-1206-07,TCGA-44-3396-01A-01R-1206-07,TCGA-38-4627-01A-01R-1206-07,TCGA-38-4626-01A-01R-1206-07,TCGA-44-2665-01A-01R-A278-07,TCGA-44-2661-01A-01R-1107-07,TCGA-44-2657-01A-01R-1107-07,TCGA-44-2668-01A-01R-0946-07,TCGA-44-2668-01A-01R-A278-07,TCGA-44-2662-01A-01R-0946-07,TCGA-44-2655-01A-01R-0946-07,TCGA-38-4632-01A-01R-1755-07,TCGA-44-2665-01A-01R-0946-07,TCGA-44-2662-01A-01R-A278-07,TCGA-38-4625-01A-01R-1206-07.1,TCGA-38-4632-11A-01R-1755-07,TCGA-38-4627-11A-01R-1758-07,TCGA-44-2665-11A-01R-1758-07,TCGA-44-2662-11A-01R-1758-07,TCGA-44-2661-11A-01R-1758-07,TCGA-44-2668-11A-01R-1758-07,TCGA-38-4625-11A-01R-1758-07,TCGA-44-3396-11A-01R-1758-07,TCGA-44-2657-11A-01R-1758-07,TCGA-38-4626-11A-01R-1758-07,TCGA-44-2655-11A-01R-1758-07
DPY19L2,0,129.45,42.73,100.25,78.59,79.82,55.86,28.58,20.96,16.33,20.49,9.17,35.6,9.8,33.94,13,13.29,45.3,21.57,41.52,26.7,54.38,77.09,23.7,61.46,110.71
OR4K15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35G2,0,738.95,522.13,462.59,287.15,230.23,102.06,1292.62,380.51,402.09,233.37,414.02,310.22,272.31,942.28,81,344.09,381.26,299.1,361.06,242.11,432.04,593.18,165.14,290.07,468.18
COPS7B,0,4755.65,1470,2450.11,411.1,1104,1382,4256.07,798.14,2970.63,1950,1505,2007.39,705.26,2570,559,825,1448,1121,1144,1199,1462.66,1462,1157,1363,1751
THAP3,0,989.74,871.04,1045.74,508.67,1083.44,871.03,662.89,215,569.88,1288.86,718.05,807.89,446.94,728.01,273.71,746,819.56,370.53,621.48,472.24,981.17,714.65,624.06,902.49,871.34
PRKAR2A,34,5914.95,2727.96,8028,2458,3004,1584,2689,1261,5183,6296,2477,2636.99,4356,6165,1644,2208,3823,2670,2762,4139,3542,5114,2385,3993,4500.94
SLC4A1AP,1,3612.58,2138.01,3216.88,953.87,1247.23,806.91,2916.17,1082.65,3043.8,2846.79,1298.22,1206.01,2017.21,4491.77,651.9,974.04,1647.79,1255.06,1291.15,1496.09,1533.66,2132.12,1084.61,1722.92,2091.6
ABCG1,0,4741,2542,6534,2023,2805,1777,2999,955,2057,1822,719,1969,1583,2026,1855,4880,12358,4755,4830,11318,9651,10498,4084,11528,7167
DDX4,0,9,1,0,0,2,0,1,2,9,0,0,1,1,3,0,0,0,0,0,0,1,0,0,1,0
CTC-454I21.3,0,1.85,1.52,4.58,0,0,2.19,2.69,0,0,0,0,0,2.04,0,0,1.49,1.18,2,0,0,0,8.42,1.3,0,0
VSTM2L,0,244,3551,2483,297,760,1172,1324,353,3846,1056,2390,1046,2276,104,247,1025,394,155,392,693,1250,1698,958,2651,889
DDX59,0,1186,912,1454,1983,986,515,1407,612,1227,2516,704,1581,1000,2706,454,757,754,659,694,570,1276,1200,605,1179,957
GTF3C1,0,8396,6084,8986,7227,2475,3128,7992,4527,10976,6503,1250,5900,10994,11126,1215,2032,6301,5413,4639,5296,3612,8186,3728,3613,7915
KRTAP10-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS29,1,27251.08,35172.98,27593.7,14374.81,54225.41,13351.79,28445.5,6686.15,12910.79,42684.85,24680.74,23943.44,6391.81,29869.64,17104.21,22896.32,16934.64,9682.31,10386.37,13080.48,32590.71,15775.32,14752.66,31458.09,18036.85
MAP2K7,0,2871.23,1693.22,3577.22,378,1375,834,3039.5,559,1618.25,1688.28,694,2051.73,539,5877.04,625,1273,2533.37,1693,1891.5,1913,2497,2698,1748,2189.41,3242
FOS,2,19299,10721,32618,2693,13390,13493,21092,6416,5461,52330,4275,5777,3484,6059,2821,15999,33868,78718,62912,23373,73738,41500,83585,50375,341130
HIST1H1T,0,1,0,2,20,0,0,11,14,0,1,0,3,3,0,0,1,0,0,0,0,0,0,0,1,1
MTHFD1,0,7239.56,3779.42,4798.52,1395.88,2308.54,1695.23,7450.11,2805.04,4264.43,4464.68,1509.17,3071.35,2631.84,7749.44,1136.12,1472.02,3439.6,2216.67,2209.26,3397.57,3499.84,4050.69,2358.26,3549.69,3301.04
OR56A3,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRPC,0,6964,4054,4467,1074,4123,2533,5806,1623,4083,6954,3404,2894,1959,10865,1680,2925,2823,2010,1902,2274,3565,2687,2100,3974,2967
CDK10,0,3416,1176,3859,1161,1384,1431,1860,608,2239,4278,813,2442,1349,2029,590,1090,2024,1371,1269,1391,1683,1803,1265,2019,1962
RP11-167N24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKPD1,0,55.41,11,1.08,3,15,15.32,26.38,8.14,10,7.63,7,2,23.91,6.64,0,1,1,1,1,0,1,4.32,0,2,5.21
FAM159B,0,1,173,1,5,8,3,0,0,0,0,0,2,0,1,1,1,0,0,0,1,1,1,2,1,0
ARHGEF35,0,16.59,1884.55,866,636.12,328.62,677.39,3342.21,1042.9,3775.34,3082.12,88.79,1263.7,2124.15,1578.49,136.87,813.05,1356.71,806.36,265.49,1258.19,512.31,31.35,595.67,479.95,1139.35
MTRNR2L3,0,0,0,1,1,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
CBY3,0,17,2.21,3.66,0,7.56,11.04,2.46,3,1,1,0,7.37,0,0,1,4,1.31,2.43,2,1,6,1,6,3,2
XAF1,2,3133,1376,6140,1911,2405,1869,5338,1789,1912,1666,494,3089,1116,4342,1196,711,1840,1866,1482,1267,1879,2379,1334,1664,2775
CTD-2535L24.2,0,0,0,0,0,0,0,0,0,0,0,0,6.82,0,0,0,0,0,0,0,3.68,0,9.04,0,0,6.59
TBC1D25,0,1901,1372,2075,205,997,767,1586,335,1382,1678,550,1076,555,2033,480,869,1820,1331,1212,1542,1519,1843,892,1358,1854
EFHC2,0,135,240,142,81,401,161,179,78,41,406,34,39,35,94,43,56,66,21,60,51,401,563,107,626,343
AKAP2,3.59,9181.43,8001.27,20150.91,3858.88,2286.51,3123.37,15794.08,8057.31,7842.77,5184.22,735.17,4069.88,6660.08,8020.57,4821.83,10804.54,27656.7,23482.63,21064.25,19716.23,14884.95,38792.38,11301.59,10616.69,36716.96
GRXCR2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
KCTD2,0,4130,3265,3980,784,1749,1374,2936,1014,3108,3714,1020.18,1602,1677,1789,1034,1729,3318,2381,2873,3688,2932,3587,2206,2302,4081
GTF3C3,8,3811,2013,2795,2555.99,1787,1140.98,3907.99,1623,2705,2804.99,1631,1604,2406,3119,832,1079,1496,1011,1154,1243,1640.93,1967,968,1588.97,1824
OR52K2,0,0,0,1.02,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
GOLGA2,2,6669,3627,9963,2584,1454,1906,5704,2171,5400,7202,1620,4515,3761,4637,998,1645,5401,3607,4433,3985,3016,5895,2651,2934,6315
SH3YL1,0,2753.17,1536.49,4484.83,2713,4242.11,785,3232,1335.04,1596,6560.85,1084,2758,1281.79,3293,1505,1461,3379.41,1638.33,2504.84,2840.7,4443,2414.05,1288.19,2380.88,2920.74
MEF2A,2,4950.88,4074.52,6064.59,2679.77,2933.88,1694.13,4420.53,1770.26,3456.11,4063.26,1030.97,3500.76,2343.6,2274.61,1519.51,3979.7,4594.06,4016.66,3785.92,5055.65,4535.39,7937.09,2297.97,4042.16,6984.06
CHODL,0,20,172,23,459,63,43,50,25,539,474,85,317,367,16,16,16,68,14,38,14,31,77,19,18,189
KCNJ9,0,3,2,3,1,0,2,0,2,0,1,0,1,1,1,0,0,0,1,0,0,1,3,1,0,2
SETD7,2,6810,10424,11065,7632,3842,3574,10047,4274,10275,8055,2530,8157,7996,6827,2573,3106,7078,4507,5327,6072,4720,9029,3050,4157,8426
MAGEB10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SYT11,0,1996,4048,2193,1361,1247,845,1516,526,1369,853,412,1693,986,635,817,2650,1716,1433,1863,1261,1464,3443,978,1172,2301
SHC2,0,2537,1112,1483,315,981,424,1262,321,1123,1152,940,2171,581,585,205,508,968,892,1077,678,1161,1298,690,803,1635
NCK1,0,2624,2042,2943,2491,2321,1078,5054,2133,2990,2800,1076,2299,2494,3682,1181,1824,1879,981,1411,1647,2396,2484,1161,2206,2230
ZNF669,0,390,155,336,826,367,165,377,192,185,565,174,360.51,221,424,116,78,187,87,147,165,183,230,156,200,326
SAMHD1,1,18528.47,11909.08,30458.72,4956.1,6843.14,5557.93,14686.96,5697.4,13699.88,6566.53,3277.97,5281.61,9529.31,21053.85,7797.01,11589.61,16573.95,11458.63,10945.95,28209.04,21036.28,28331.82,9106.02,26410.14,15308.01
SERTM1,0,3,17,26,0,39,2,0,0,0,105,0,1,1,5,33,299,528,733,1265,54,602,673,324,172,1817
BAG4,10,2239.67,1874.66,2129.07,2803.01,1701.04,827,1479.04,799.99,957.98,2300.32,985.21,1801,1118.03,6344.23,554,1584.22,1191.41,600.02,841,1078,2004.26,1607.03,812,2056,1392.22
GLYAT,0,1,2,0,0,2,0,1,0,0,0,1,0,1,0,0,7,1,5,0,5,35,1,0,0,5
ZSWIM7,1,959.35,1062.29,1673.56,298.19,1198.32,357.21,509.24,131.01,553.13,2621.9,359.41,480,278.22,994.39,496.85,1204.78,892.57,624.25,566.97,847.21,1340.15,1055.35,598.49,1515.72,947.13
MLX,0,8750.81,3855.73,9036.34,1255.3,5307.02,1908.61,5684.86,1848.47,7373.83,8221.77,3524.46,3680.75,3882.12,10319.35,2915.48,4008.14,4348.06,3273.85,3071.79,4953.67,6951.19,5331.47,2892.5,7907.45,4244.18
IRAK1,0,15291,11172,15298,1746,5429,4921,17078,5501,18145,12992,5292,4007,10679,15883,2688,3823,6389,4408,4262,7246,4864,6731,3855,6336,5503
PLCXD3,0,23,380,97,95,51,42,43,30,5,410,11,49,5,65,26,265,450,505,287,81,128,493,152,129,690
GPRC5C,0,2183,3737,7972,1438,3363,2661,3846,1224,2762,12652,2198,2955,1723,3269,1652,2107,4275,3306,2098,4726,5571,3754,2683,4785,4232
INPPL1,0,12766,4546,14290,1770,4051,3669,10678,3927,6291,10901,1850,4835,3918,5755,1848,3110,7082,5932,6007,6633,4939,8156,4233,6745,7805
AC010646.3,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC17,0,4949,4510,6422,6272,2933,2390,5092,2262,4437,4605,921,4366,3916,8169,1317,1533,3813,3194,2839,3620,3156,4709,2399,3551,4590
GMEB1,3,1548,693,1587,906,850,550,1310,564,1035,1132,317,1096,702,1285,372,551,1143,646,719,944,920,1266,695,1006,1241
AL645728.1,0,23,12,46,4,19,22,9,4,9,10,6,7,11,13,15,12,31,15,15,22,41,25,12,43,19
ACTL6B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1
RAPGEFL1,0,665,144,889,50,192,162,302,69,346,581,211,141,164,194,116,94,306,217,301,224,304,308,234,475,546
NOS3,0,1862.53,1861.08,1456.2,135.23,195.55,287.25,1390.11,513.32,548.7,23137.86,327.89,503.67,354.06,744.91,218.86,403.68,1468.43,1102.51,1503.04,3330.64,853.83,2508.65,1081.21,858.47,2992.57
FAM102A,0,8038.7,4917.76,6271.66,836.84,2673.84,3276.81,6680.68,986.94,7939.38,7485.27,2646.84,4744.94,2013.87,4095.73,1172,1701,4172.7,3457.95,3486.89,4011.63,2864.84,6104.66,4610.73,2692.9,4653.68
DEPTOR,0,1660.24,1719.49,1711.7,1896.93,1125.89,1444.67,734.89,270.86,971.77,1240.89,1462.8,1644.23,801.82,1543.89,356.9,349,1011,399,586.92,269,469,639.88,476.95,638.9,573.92
PCYT2,0,3307.92,2137.16,4489.69,682.33,1738.92,1118.95,2162.24,781.62,3168.67,6990,1655.68,1017.88,2323.38,3714.65,914,1855.1,2458.26,1699,1360.58,2390.16,3903.95,2333.07,1493.13,4078.65,2413.37
SLC6A11,0,3,47,12,3,140,74,282,86,9,120,0,8,1,3,2,2,7,8,10,7,3,21,9,2,10
HOXB5,2,255,610,392,29,183,114,276,28,127,140,40,447,15,74,61,602,253,354,418,54,370,314,150,158,648
SAPCD2,2,1486,317,538.03,129.45,196,376,3022,1011.32,1217.3,285,977.06,270.1,772.73,1870,59.04,77,82.95,74.89,100.43,126,70,90,211.77,99.87,119
CLIC3,0,258,414,2102,26,620,715,837,241,84,6045,300,225,57,288,1154,3247,5373,3180,2510,1944,3233,3857,2357,3000,5220
ZNF776,0,1484.76,749.89,1233.77,945,895.21,688.36,1016,591.77,627.76,867,222.91,724,648.62,683.37,276,428,867.76,383,708.63,746,846,1326.51,498,715,1184.13
ZNF385C,0,104,50,73,6,62,64,100,15,33,205,13,52,18,134,36,35,65,80,79,29,80,99,82,37,156
HIST1H2BL,0,6,3,2,489.63,0,3,19,1121.71,0,0,8,5,2725.83,15.99,1,0,1,1,0,1,0,4,1,0,1
TRIM45,0,542,166,183,122,221,109,78,26,378,376,73,173,266,127,35,90,118,105,100,49,110,115,73,83,234
NEK5,0,7.12,29,25,36,37,24,24,14,4,33,6.16,6,4.05,49.82,11.76,5,18,8,27.73,6.86,71.8,225.95,30,114,133.5
AKT1S1,0,7035.49,2870.86,4211.12,143.55,1659.43,1293.4,2713.66,418.44,2487.83,2181.52,1033.42,1484.93,723.85,2827.52,1076.15,1669.72,3125.36,1995.18,2018.38,2071.46,2805.48,2696.62,1581.53,2429.25,3176.25
IGFBP5,13,19323,82155,11850,11731,12729,16892,34569,8106,22144,9565,1654,33931,8716,12059,1598,9936,18970,15723,36803,9183,17602,28963,7100,7373,25430
RPS27,0,39421.67,70629.03,51890.26,60007.29,71662.85,28656.33,40436.62,16421.99,24032.39,85037.58,43716.18,49967.65,19066.55,59204.61,30551.54,42373.37,38907.98,26202.76,29675.99,26646.63,77851.22,35452.77,38524.33,63008.98,43247.23
FASTKD5,0,1439,988.97,2169,544,834,788,738,366,614,2446,371,518,591,1357,630,585,1149,833,892.63,1412,1201,1279,918,1317,1579
JAM3,0,2472.04,5530.71,2738.33,1998.72,954.85,869.54,1436.37,624.46,980.26,1347.64,202.73,2217.74,800.79,647.56,532.68,3199.7,3071.23,3269.23,2549.38,2636.75,2774.36,4942.06,1190.12,2172.98,4632.68
PLAC9,0,254,1568,509,109,246,169,62,20,30,710,87,259,35,146,356,3508,1616,2058,972,1231,1765,2214,666,1153,2614
NTF3,0,30,315,35,37,53,18,65,12,38,40,3,116,11,4,12,119,30,26,54,24,91,83,16,48,103
TLK2,3,4187.73,1702.36,3865.11,1911.92,1474,1165.38,4610.17,2076.37,2573.17,2578.82,960.38,1376.92,2227.01,3192.85,785.81,1070.74,2158.13,1541.71,1634.67,2265.57,1725.75,2667.22,1324.36,1839.31,2630.29
IFT52,0,3391,3658,2237,2474,2112,1141,1928,711,1950,2471,1317,2303,1451,3659,861,1717,1588,1128,1132,1067,2088,1976,1003,1876,2333
ZMPSTE24,3,8676,6765,7606,5695,4618,3659,6750,2812,7440,6551,2650,4979,6171,14190,2191,3560,3776,2286,2481,3970,4314,4699,2053,4819,3776
ANKRD45,0,94,79,413,57,227,42,16,7,4,76,38,52,3,76,40,24,25,20,21,24,154,222,46,311,115
MYT1,0,4,6,24,2,20,14,10,2,7,26,6,9,0,4,4,3,18,8,4,11,10,5,13,5,27
TRHR,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
WDR17,0,335,14,269,74,128,35,12,4,18,238,2,48,36,69,74,34,166,100,117,162,183,350,76,161,247
PIK3CG,0,2237,648,745,1239,964,737,901,744,917,392,280,499,1576,316,247,288,770,379,716,891,975,1545,863,936,787
RAB7A,4,29702,17213,37311,1707,11502,7055,33504,5341,24060,24667,5776,13757,4546,27009,8613,13586,18724,13195,13475,20680,21212,21933,10736,23101,18272.79
BTAF1,0,2879,1091,3352,4616,1572,1264,2489,1777,2001,1416,567,1568,3031,2854,472,543,1538,1092,1110,1920,973,2568,990,1382,1739
SPHKAP,0,0,2,0,4,2,1,1,0,0,1,0,1,0,0,3,11,4,58,20,0,4,33,7,2,41
PTPRN,0,92,352,428,78,6,3,265,56,310,4,3,378,163,48,3,8,4,3,11,4,13,11,9,10,32
CDC7,0,802,335,634,367,183,171,646,281,688,492,420,265,550,852,126,210,179,212,161,277,96,215,156,193,222
SKIDA1,1,58,31,126,14,63,29,23,9,15,102,8,29,12,92,29,18,53,29,118,18,34,44,39,36,95
RP11-834C11.12,0,0,0,0,0,0,0,0,3.71,2.99,2.09,0,0.69,0,0,1,2.9,0,0,0,0,0,0,3.83,0.11,0
C8B,0,7,16,28,70,21,0,6,0,1,428,13,79,1,7,5,169,3006,1190,815,398,1095,355,550,403,2630
CTD-3088G3.8,0,269,15,172,30,45,50,109,68,89,27,12,17,150,20,11,3,46,28,35,49,19,76,31,68,35
WIPF2,18,8560,3023,7803,1540,2806,1522,5285,1254,4921,5333,1128,3292,1780,4067,1315,1814,4745,3804,4196,4574,3541,5559,2868,3420,6374
KLHL3,1,558,626,720,596,191,177,361,141,519,502,21,757,378,200,69,95,514,386,344,147,278,713,238,221,993
KCNQ5,0,1309,337,45,924,27,71,415,120,337,40,375,1069,241,354,15,44,53,24,22,21,28,69,64,15,42
HYPK,0,526.66,69.19,359.06,191.24,111.68,109.96,136.7,91.22,127.68,207.85,53.94,189.08,191.58,159.71,45.94,44.48,122.22,125.89,110.59,141.77,83.61,129.23,111.24,137.79,165.87
HK3,0,2395,992,7713,318,1326,497,3242,1100,3730,433,428,630,2639,924,939,1914,4431,2331,2405,7467,5412,5479,2170,7505,3008
FCHSD2,0,5500.56,3422.37,4355.09,1966.27,2931.68,2338.7,3300.37,1009,2518.93,3294.93,894.1,2586.72,1411.29,1696.58,1147.48,2602.4,3260.68,3076.26,2973.29,2640.79,2914.81,5428.45,2738.17,2708.1,4908.97
ADAMTS18,0,215.89,134,12,268,69,18,15,3,11,22,7,160,7,13,4,4,173,7,54,10,4,4,4,1,17
RP11-508N12.4,0,0,0,0,41.05,0,0,6.31,0,1.66,0,0,0,10.78,0,0,0,0,0,0,0,0,0,0.97,0,0
MEIOB,0,0,1,1.06,199.34,0,1.02,3.06,2.07,2,5.1,17.41,143.36,1,10,2,0,2.03,0,0,3.05,1,1.03,1,1.09,1.02
AL133262.1,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0
DUSP13,0,388,1,8,20,5,2,28,12,806,198,1537,15,518,31,2,1,1,1,2,2,1,2,1,6,0
C5orf50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARVELD2,3,2060,1275,2847,2712,1397,587,2010,819,1811,3047,442,2316,1400,1155,451,937,1331,1065,1430,1054,1581,1865,863,1222,2468
KRTCAP3,0,2520,1675,1732,294,3350,286,1068,279,1876,9528,2880,838,721,4177,529,735,1185,677,600,668,1346,888,622,1074,1115
DPM1,0,4241,1919,2545,2013,1929,1138,3077,1067,2163,2478,1531,1477,1699,4935,951,1612,1298,863,865,1188,1851,1534,807,2595,1424
FXYD7,0,15,4,14,0,24,18,12,4,6,10,4,9.51,5,7,3.17,5,14,14,9,16,13,15,34,6,12
VPS4A,0,9120.72,6356.39,8285.15,3841.32,3708.43,2951,7806.47,2524.4,6662.62,6709.75,2891.95,6587.16,3723.74,5417.89,2054.54,3980.25,6492.07,4673.66,4363.34,6274.53,6497.09,6608.75,3820.85,6607.69,7214.68
GPR141,0,201,85,50,128,177,48,187,64,66,36,39,103,52,115,35,36,25,40,54,41,33,84,41,23,35
AL160286.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NISCH,0,8641,3703,10298,2041,2655,2386,2968,1144,3234,4656,949,3510,2311,3608,1585,2138,6973,5543,5132,4928,4926,8068,4169,4529,8680
ROR2,0,1931,2238,1227,1019,324,293,1245,503,765,305,132,1591,489,323,103,507,720,400,705,346,498,714,219,245,621
CHRNB4,0,20,24,7,7,58.93,12,12,1,2,224,20,17,2,34,0,0,4,4,8,1,6,11,28,2,6
TTC33,0,752,1102,1055,1800,979,429,650,333,545,759,983,754,761,803,425,988,662,446,472,553,1047,1042,416,984,1240
CXCR6,0,833,430,325,464,1592,566,628,348,275,523,345,213,324,419,442,606,229,472,537,560,235,1214,441,276,166
TMOD3,21,8404,4736,11643,6200,2910,2359,9285,4017.1,5372,8256.07,1714,4418.13,4894,5152.76,2204,4408,6749.66,4412.69,5309.15,6556.07,5623,10607,2827,6133,8423.05
AP002884.3,0,0,0,0,0,0,0,0,0.63,0,0,4.14,0,0,0.07,0,0,3.09,0,0,0,0,0,0,0,0
USP31,2,1264.59,556.65,1557.54,1873.2,395.68,380.4,2232.65,1290.46,2019.9,762.6,355.55,1512.51,1869.18,1570.2,242.24,309.4,1191.65,833.12,807.77,985.92,497.39,1318.85,377.22,581.05,1704.87
RFC5,0,1828.82,696.61,910.22,789.97,475.98,329.67,1121.23,487.95,1177.29,1034.85,1011.44,645.13,928.36,2921.97,238.25,422.73,419.97,333.33,404.18,352.73,564.57,602.44,403.8,522.76,616.28
PIGL,0,542.6,150.5,504.71,293.33,490.23,194.91,378.64,156.95,286.06,503.12,348.78,228.72,226.99,655.03,91.91,131.03,187.86,137.85,131.67,164.76,142.95,189.35,117.05,229.07,173.89
CDH23,0,471.96,296.73,1309.81,306.25,156.29,166.47,254.06,94.08,289.52,170.65,27,335,235.23,145.02,178.76,325.62,588.16,1062.99,433.41,518.88,422.94,1065.31,341.69,498.2,951.2
SH3GLB1,0,13934,10987,13228,6142,5150,2806,11353,3837,9922,9499,6034,6077,6688,9683,3554,7488,8851,5977,6533,8692,7238,12131,4184,8517,10654
GPR180,0,2583,1767,1951,2333,1776,675,1859,940,1434,2335,831,1306,1668,2108,549,808,863,442,598,728,739,916,494,859,940
RPS19,1,46951,42868,48565,18982,58358,22463,26071,8927,27340,41634,67397,28478,17504,55243,20484,33834,34202,18730,19608,23383,49325,27259,27461,48460,29727
TRIM49,0,54.89,0,0,0,0,0,0,0,0,2.5,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0
CLDN16,0,106,74,45,78,57,32,86,26,23,148,9,117,11,84,21,9,8,1,18,7,101,148,53,174,112
PECR,0,778.01,408,1291.02,377.06,513.09,324,596.01,243.01,673,595.02,530.03,241,515,897.01,582,787,919,608.05,559.01,538,890,723,692,868.06,1087
CTB-54O9.9,0,0,0,1.73,0,5.9,0,0,4.27,1.4,0,0,0.09,0,21.93,0,0,2.87,0,0,1.32,1.48,2.41,2.23,7.19,1.52
VMO1,0,268,597,304,22,705,96,172,44,316,360,115,152,189,237,55,394,967,370,355,433,650,1074,342,1620,465
NCAN,0,4,2,4,10,5,4,0,3,1,0,0,12,2,1,0,0,0,0,0,0,0,0,1,1,0
TMOD2,0,1779,1009,1603,1603,834,389,1433,672,601,613,237,1071,556,712,326,567,1343,1145,1019,792,1018,2009,574,859,1693
UBL7,0,5206,2434,3853,598,2980,1286,1489,328,1439,4525,1189,1679,679,3297,1129,1931,3033,2156,2191,2148,3261,2727,2361,2952,3134
PRDM13,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM9B,6,7589,6347,6654,2675,5452,2361,3957,1403,2549,8438,1625,3472,1807.31,5705,2823,4596,5183,3327,3647,4332,6837,6296,3201,6082,5078
NCAPD2,1,4729.41,3163.78,4758.65,1549.94,1320.52,2038.42,13274.09,5287.43,6511.44,2886.44,2527.85,2104.36,4442.38,9589.21,837.82,1130.77,2588.05,1996.47,2426.24,2049.03,1956.85,3169.95,3044.99,1769.99,3441.77
KRT17,0,4982.99,10517.96,1077.99,4109.99,2006.96,1708,576.98,206,793.94,8799.69,252.98,5887.87,656.97,88,73,202,1072.76,290,2314.98,514,1364,1092.97,654,2838.98,1646
ANO8,1,2070,307,1475,377,342,497,644,175,561,429,292,1234,314,1373,138,258,817,581,462,711,422,1036,338,589,782
AC062017.1,0,20,8,12,3,8,15,8,5,4,6,15,0,13,22,6,14,11,14,7,6,29,18,5,18,15
CHTOP,0,5127.16,2916.52,5752.19,2668.96,3118.43,2456.93,6272.89,1864.69,4922.94,7699.63,2057.66,5031.97,2628.61,7374.89,1274.97,2443.66,3451.73,2757.94,2523.99,2876.25,3411.83,4072.43,2579.67,4035.88,4155.78
COX6A1,0,16032.52,9222.69,10947.69,5438.71,7723.85,4218.74,9078.34,3072.99,9093.26,20264.7,11884.01,7106.69,6050.91,18114.88,4442.27,9980.31,7629.56,5482.42,4698.73,6736.82,11815.56,7388.27,4968.06,11828.38,7435.06
NPY,0,0,1,0,0,2,9,21,0,0,0,0,0,0,0,0,59,22,6,0,39,6,81,10,31,26
TSC22D2,19,5778,2097,4088,1421,1215,768,9860,5335,6054,1908,905,1877,5387,1754,631,1629,2448,3642,1806,3418,2127,3388,1257,2833,3185
ZNF141,0,494,218,480,1242,316,259,348,288.05,322,341.94,87.18,337.1,683,265,120,131,286,137,158,192,230,417,167,209,276
OR10Q1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,1
TRIM69,0,3723,2497,3449,2127,3125,1597,3594,1184,1365,2849,1074,2548,800,2712,1654,3008,2001,2750,2176,1720,2781,3496,1985,2881,3578
SMIM9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1
NRSN1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,4
SHISA4,0,1838,2205,1227,336,1471,697,1153,183,900,4249,414,1459,300,1115,240,861,1020,688,805,725,1038,796,508,616,1049
FAM162A,1,4075.66,2412.01,2495.3,2377.89,2656.03,1246.03,5144.35,1475.56,5253.58,4971.41,1292.25,3179.75,2738.69,3961.4,954.99,1851.29,1664.65,1178.69,1282.76,1309.7,2455.16,1678.91,1237.68,2312.59,1969.19
PPARG,0,1145,401,2265,241,1209,382,1187,445,3049,796,1443,183,2125,327,621,2264,4063,2160,2226,3229,6341,2963,1421,10879,2764
UBE2D1,1,2542,1850,2875,1871,1883,703,3542,1238,1725,2126,1033,1321,1529,3598,1429,1380,1244,753,624,1506,1458,1320,696,1905,1359
PWP1,0,4170,3208,3447,2669,1856,1082,3921,1502,3305,5044,1481,2819,2245,7387,1064,1988,2236,1320,1691,2170,2335,2677,1508,2338,2595
KIF16B,0,1721,1284,3775,1133,972,918,1218,581,1028,2201,714,1221,946,1266,607,828,1951,1005,1197,2030,1837,2295,1042,2157,2087
RUNX1,1,13453,8719,11482,3539,4665,3525,11022,2172,10291,6900,2246,7915,4316,7696,1457,2630,5574,2950,4425,9275,5501,7191,3209,6487,4635
PTPLB,0,6907,4401,8386,4580,3590,2049,4547,1821,4853,6220,2123,4157,3589,6562,2009,2900,4587,2813,2890,2619,4229,4861,2689,3849,4574
PTN,4,156,5948,835,582,126,96,153,40,15,1409,67,740,5,49450,385,492,510,793,628,495,674,1363,274,637,1683
